team,opp,treatment,year,rest3.,rest1,rest2,points
NEW JERSEY NETS,DENVER NUGGETS,0,2007,0,-1,0,85
ORLANDO MAGIC,DETROIT PISTONS,0,2007,0,0,0,93
LOS ANGELES CLIPPERS,NEW ORLEANS HORNETS,0,2007,0,0,0,92
HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,0,2007,0,0,0,89
MEMPHIS GRIZZLIES,WASHINGTON WIZARDS,0,2007,0,0,0,93
PHILADELPHIA 76ERS,CHARLOTTE BOBCATS,0,2007,0,0,0,103
LOS ANGELES CLIPPERS,MEMPHIS GRIZZLIES,0,2007,0,0,0,120
NEW ORLEANS HORNETS,SAN ANTONIO SPURS,0,2007,0,-1,0,102
PHOENIX SUNS,CHICAGO BULLS,0,2007,0,0,0,88
DENVER NUGGETS,DALLAS MAVERICKS,0,2007,0,0,0,85
UTAH JAZZ,HOUSTON ROCKETS,0,2007,0,0,0,97
CLEVELAND CAVALIERS,LOS ANGELES LAKERS,0,2007,0,0,0,98
WASHINGTON WIZARDS,MILWAUKEE BUCKS,0,2007,0,0,0,102
NEW JERSEY NETS,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,95
BOSTON CELTICS,ORLANDO MAGIC,0,2007,0,0,0,93
SAN ANTONIO SPURS,UTAH JAZZ,0,2007,0,1,0,91
MINNESOTA TIMBERWOLVES,CHICAGO BULLS,0,2007,0,0,0,85
GOLDEN STATE WARRIORS,HOUSTON ROCKETS,0,2007,0,0,0,107
DETROIT PISTONS,INDIANA PACERS,0,2007,1,0,-1,110
CLEVELAND CAVALIERS,PORTLAND TRAIL BLAZERS,0,2007,0,0,0,84
CHARLOTTE BOBCATS,SACRAMENTO KINGS,0,2007,0,1,-1,91
DALLAS MAVERICKS,BOSTON CELTICS,0,2007,0,-1,1,90
SAN ANTONIO SPURS,PHOENIX SUNS,0,2007,0,0,0,84
CLEVELAND CAVALIERS,SEATTLE SUPERSONICS,0,2007,0,-1,0,95
HOUSTON ROCKETS,INDIANA PACERS,0,2007,0,0,0,106
NEW JERSEY NETS,MIAMI HEAT,0,2007,0,-1,1,94
ORLANDO MAGIC,PHILADELPHIA 76ERS,0,2007,0,0,0,108
NEW ORLEANS HORNETS,SACRAMENTO KINGS,0,2007,0,0,0,103
LOS ANGELES LAKERS,TORONTO RAPTORS,0,2007,0,-1,0,121
NEW JERSEY NETS,ATLANTA HAWKS,0,2007,0,0,-1,92
DALLAS MAVERICKS,DETROIT PISTONS,0,2007,0,0,0,67
PHILADELPHIA 76ERS,ATLANTA HAWKS,0,2007,0,-1,1,91
HOUSTON ROCKETS,MINNESOTA TIMBERWOLVES,0,2007,0,1,-1,92
LOS ANGELES CLIPPERS,NEW YORK KNICKS,0,2007,0,0,0,103
CHARLOTTE BOBCATS,PHOENIX SUNS,0,2007,-1,1,0,104
CHICAGO BULLS,SEATTLE SUPERSONICS,0,2007,0,0,0,118
NEW ORLEANS HORNETS,UTAH JAZZ,0,2007,0,-1,1,88
LOS ANGELES LAKERS,NEW JERSEY NETS,0,2007,0,1,-1,105
LOS ANGELES CLIPPERS,BOSTON CELTICS,0,2007,0,1,0,100
MILWAUKEE BUCKS,DALLAS MAVERICKS,0,2007,0,-1,0,96
UTAH JAZZ,DENVER NUGGETS,0,2007,0,0,0,118
MIAMI HEAT,DETROIT PISTONS,0,2007,0,1,-1,95
NEW JERSEY NETS,ORLANDO MAGIC,0,2007,0,-1,0,84
NEW ORLEANS HORNETS,PHOENIX SUNS,0,2007,0,0,0,132
CHICAGO BULLS,PORTLAND TRAIL BLAZERS,0,2007,0,0,0,97
SEATTLE SUPERSONICS,SACRAMENTO KINGS,0,2007,-1,1,0,105
SAN ANTONIO SPURS,WASHINGTON WIZARDS,0,2007,0,0,0,85
CHICAGO BULLS,GOLDEN STATE WARRIORS,0,2007,-1,0,0,114
CLEVELAND CAVALIERS,HOUSTON ROCKETS,0,2007,0,1,-1,77
CLEVELAND CAVALIERS,ATLANTA HAWKS,0,2007,0,-1,0,100
MEMPHIS GRIZZLIES,DALLAS MAVERICKS,0,2007,0,-1,1,81
PORTLAND TRAIL BLAZERS,DETROIT PISTONS,0,2007,0,0,0,82
SEATTLE SUPERSONICS,PHOENIX SUNS,0,2007,0,0,0,99
LOS ANGELES CLIPPERS,TORONTO RAPTORS,0,2007,-1,1,0,102
ATLANTA HAWKS,HOUSTON ROCKETS,0,2007,0,-1,0,89
LOS ANGELES CLIPPERS,PHILADELPHIA 76ERS,0,2007,0,-1,0,80
CHICAGO BULLS,UTAH JAZZ,0,2007,0,1,0,87
SAN ANTONIO SPURS,BOSTON CELTICS,0,2007,0,0,0,90
DENVER NUGGETS,CLEVELAND CAVALIERS,0,2007,0,0,0,113
DALLAS MAVERICKS,NEW JERSEY NETS,0,2007,0,0,0,82
LOS ANGELES LAKERS,CHARLOTTE BOBCATS,0,2007,0,0,0,106
PORTLAND TRAIL BLAZERS,HOUSTON ROCKETS,0,2007,0,0,0,83
SAN ANTONIO SPURS,CLEVELAND CAVALIERS,0,2007,0,0,0,112
PHOENIX SUNS,GOLDEN STATE WARRIORS,0,2007,0,-1,1,118
SACRAMENTO KINGS,HOUSTON ROCKETS,0,2007,0,-1,0,87
WASHINGTON WIZARDS,LOS ANGELES CLIPPERS,0,2007,0,0,0,91
LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,0,2007,0,1,0,117
MEMPHIS GRIZZLIES,PHILADELPHIA 76ERS,0,2007,0,-1,0,88
NEW JERSEY NETS,TORONTO RAPTORS,0,2007,0,-1,0,91
DALLAS MAVERICKS,PHOENIX SUNS,0,2007,0,0,0,97
BOSTON CELTICS,DENVER NUGGETS,0,2007,0,0,0,118
ORLANDO MAGIC,DETROIT PISTONS,0,2007,0,0,0,103
SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,0,2007,0,0,0,105
MEMPHIS GRIZZLIES,SEATTLE SUPERSONICS,0,2007,0,0,0,101
NEW YORK KNICKS,WASHINGTON WIZARDS,0,2007,0,0,0,113
BOSTON CELTICS,GOLDEN STATE WARRIORS,0,2007,0,0,0,117
CLEVELAND CAVALIERS,INDIANA PACERS,0,2007,-1,0,0,106
CHICAGO BULLS,NEW JERSEY NETS,0,2007,0,0,0,102
NEW YORK KNICKS,PHILADELPHIA 76ERS,0,2007,0,0,0,84
LOS ANGELES LAKERS,PHOENIX SUNS,0,2007,-1,0,0,130
ATLANTA HAWKS,SACRAMENTO KINGS,0,2007,0,0,0,107
ORLANDO MAGIC,TORONTO RAPTORS,0,2007,-1,0,0,110
MIAMI HEAT,HOUSTON ROCKETS,0,2007,1,-1,0,100
SAN ANTONIO SPURS,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,100
SEATTLE SUPERSONICS,PORTLAND TRAIL BLAZERS,0,2007,0,0,0,88
SACRAMENTO KINGS,CHARLOTTE BOBCATS,0,2007,0,1,-1,116
DENVER NUGGETS,CHICAGO BULLS,0,2007,0,-1,1,121
ATLANTA HAWKS,GOLDEN STATE WARRIORS,0,2007,0,0,0,117
NEW JERSEY NETS,INDIANA PACERS,0,2007,0,0,0,103
UTAH JAZZ,LOS ANGELES CLIPPERS,0,2007,0,-1,1,104
DALLAS MAVERICKS,MEMPHIS GRIZZLIES,0,2007,0,0,0,98
TORONTO RAPTORS,NEW YORK KNICKS,0,2007,0,0,0,99
PHILADELPHIA 76ERS,ORLANDO MAGIC,0,2007,0,0,0,99
BOSTON CELTICS,PHOENIX SUNS,0,2007,0,0,0,77
PORTLAND TRAIL BLAZERS,SEATTLE SUPERSONICS,0,2007,0,0,0,87
LOS ANGELES LAKERS,LOS ANGELES CLIPPERS,0,2007,0,0,1,113
INDIANA PACERS,NEW JERSEY NETS,0,2007,0,0,0,91
ATLANTA HAWKS,UTAH JAZZ,0,2007,0,0,0,94
MEMPHIS GRIZZLIES,CLEVELAND CAVALIERS,0,2007,0,0,0,89
DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,0,2007,0,1,-1,99
SACRAMENTO KINGS,ORLANDO MAGIC,0,2007,0,0,0,93
NEW YORK KNICKS,TORONTO RAPTORS,0,2007,0,0,0,92
DETROIT PISTONS,DENVER NUGGETS,0,2007,0,-1,0,98
TORONTO RAPTORS,INDIANA PACERS,0,2007,0,-1,0,102
WASHINGTON WIZARDS,NEW ORLEANS HORNETS,0,2007,0,0,0,95
UTAH JAZZ,MINNESOTA TIMBERWOLVES,0,2007,0,-1,1,100
DENVER NUGGETS,SEATTLE SUPERSONICS,0,2007,0,1,0,138
MINNESOTA TIMBERWOLVES,TORONTO RAPTORS,0,2007,0,-1,0,85
MIAMI HEAT,LOS ANGELES LAKERS,0,2007,0,0,0,88
NEW YORK KNICKS,ATLANTA HAWKS,0,2007,0,0,0,93
SACRAMENTO KINGS,DALLAS MAVERICKS,0,2007,0,1,0,106
LOS ANGELES CLIPPERS,DENVER NUGGETS,0,2007,0,0,0,104
PHILADELPHIA 76ERS,GOLDEN STATE WARRIORS,0,2007,0,1,-1,97
MEMPHIS GRIZZLIES,HOUSTON ROCKETS,0,2007,0,0,0,95
UTAH JAZZ,NEW ORLEANS HORNETS,0,2007,0,0,0,98
LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,0,2007,0,-1,0,111
NEW YORK KNICKS,ORLANDO MAGIC,0,2007,0,0,-1,92
CHICAGO BULLS,CLEVELAND CAVALIERS,0,2007,0,0,0,86
PORTLAND TRAIL BLAZERS,GOLDEN STATE WARRIORS,0,2007,0,0,0,104
DENVER NUGGETS,HOUSTON ROCKETS,0,2007,0,0,0,89
DALLAS MAVERICKS,LOS ANGELES LAKERS,0,2007,0,0,0,104
SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,111
SAN ANTONIO SPURS,NEW JERSEY NETS,0,2007,0,0,-1,93
MIAMI HEAT,SACRAMENTO KINGS,0,2007,0,0,0,109
NEW ORLEANS HORNETS,WASHINGTON WIZARDS,0,2007,0,0,0,84
PHILADELPHIA 76ERS,LOS ANGELES CLIPPERS,0,2007,0,0,0,106
NEW ORLEANS HORNETS,NEW YORK KNICKS,0,2007,0,-1,0,100
GOLDEN STATE WARRIORS,ATLANTA HAWKS,0,2007,0,0,0,135
CHARLOTTE BOBCATS,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,109
PHOENIX SUNS,PORTLAND TRAIL BLAZERS,0,2007,0,-1,1,97
DETROIT PISTONS,BOSTON CELTICS,0,2007,0,0,-1,78
PHOENIX SUNS,DENVER NUGGETS,0,2007,0,0,-1,113
SACRAMENTO KINGS,LOS ANGELES CLIPPERS,0,2007,0,-1,0,109
SEATTLE SUPERSONICS,MILWAUKEE BUCKS,0,2007,0,0,-1,106
CLEVELAND CAVALIERS,NEW YORK KNICKS,0,2007,0,-1,1,119
CLEVELAND CAVALIERS,CHICAGO BULLS,0,2007,0,-1,0,96
HOUSTON ROCKETS,DALLAS MAVERICKS,0,2007,0,0,-1,113
ATLANTA HAWKS,CHARLOTTE BOBCATS,0,2007,0,0,0,93
GOLDEN STATE WARRIORS,MIAMI HEAT,0,2007,0,0,0,134
NEW JERSEY NETS,NEW ORLEANS HORNETS,0,2007,0,0,0,96
DETROIT PISTONS,NEW YORK KNICKS,0,2007,0,0,0,101
UTAH JAZZ,PHOENIX SUNS,0,2007,0,0,0,126
MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,0,2007,0,0,0,111
WASHINGTON WIZARDS,TORONTO RAPTORS,0,2007,0,0,0,110
INDIANA PACERS,CLEVELAND CAVALIERS,0,2007,0,0,0,95
NEW JERSEY NETS,DALLAS MAVERICKS,0,2007,0,-1,0,91
NEW ORLEANS HORNETS,HOUSTON ROCKETS,0,2007,0,-1,0,96
MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,0,2007,0,0,0,99
PORTLAND TRAIL BLAZERS,NEW YORK KNICKS,0,2007,0,0,0,120
GOLDEN STATE WARRIORS,ORLANDO MAGIC,0,2007,0,0,-1,104
DENVER NUGGETS,UTAH JAZZ,0,2007,0,0,0,105
SAN ANTONIO SPURS,PHOENIX SUNS,0,2007,0,0,0,87
SEATTLE SUPERSONICS,TORONTO RAPTORS,0,2007,0,0,0,106
PORTLAND TRAIL BLAZERS,CLEVELAND CAVALIERS,0,2007,0,0,0,80
NEW YORK KNICKS,DALLAS MAVERICKS,0,2007,0,0,0,79
BOSTON CELTICS,PHILADELPHIA 76ERS,0,2007,0,1,0,100
DENVER NUGGETS,SAN ANTONIO SPURS,0,2007,0,1,0,103
UTAH JAZZ,CHICAGO BULLS,0,2007,0,-1,1,96
SEATTLE SUPERSONICS,INDIANA PACERS,0,2007,0,1,-1,107
TORONTO RAPTORS,LOS ANGELES LAKERS,0,2007,0,0,0,108
MEMPHIS GRIZZLIES,PHOENIX SUNS,0,2007,0,-1,1,111
MILWAUKEE BUCKS,WASHINGTON WIZARDS,0,2007,0,1,-1,97
MEMPHIS GRIZZLIES,DENVER NUGGETS,0,2007,0,-1,0,86
PHILADELPHIA 76ERS,DETROIT PISTONS,0,2007,0,1,-1,83
NEW YORK KNICKS,MIAMI HEAT,0,2007,0,0,0,91
LOS ANGELES CLIPPERS,ATLANTA HAWKS,0,2007,0,0,0,93
PHILADELPHIA 76ERS,CHICAGO BULLS,0,2007,0,1,-1,110
SAN ANTONIO SPURS,DETROIT PISTONS,0,2007,0,0,0,80
LOS ANGELES LAKERS,NEW ORLEANS HORNETS,0,2007,0,-1,1,98
INDIANA PACERS,ORLANDO MAGIC,0,2007,0,0,0,111
SAN ANTONIO SPURS,PHILADELPHIA 76ERS,0,2007,0,0,0,96
SACRAMENTO KINGS,PHOENIX SUNS,0,2007,0,0,0,99
LOS ANGELES CLIPPERS,WASHINGTON WIZARDS,0,2007,0,-1,0,109
NEW ORLEANS HORNETS,DETROIT PISTONS,0,2007,0,0,0,84
LOS ANGELES LAKERS,HOUSTON ROCKETS,0,2007,0,0,0,92
ATLANTA HAWKS,NEW YORK KNICKS,0,2007,-1,1,0,109
TORONTO RAPTORS,SACRAMENTO KINGS,0,2007,0,1,0,100
LOS ANGELES CLIPPERS,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,90
CHICAGO BULLS,NEW ORLEANS HORNETS,0,2007,0,0,1,97
NEW JERSEY NETS,CHICAGO BULLS,0,2007,0,0,1,96
LOS ANGELES LAKERS,DALLAS MAVERICKS,0,2007,0,0,0,102
DENVER NUGGETS,DETROIT PISTONS,0,2007,0,0,0,120
BOSTON CELTICS,HOUSTON ROCKETS,0,2007,0,-1,0,94
GOLDEN STATE WARRIORS,SACRAMENTO KINGS,0,2007,0,-1,1,105
DETROIT PISTONS,CLEVELAND CAVALIERS,0,2007,0,-1,0,73
WASHINGTON WIZARDS,ORLANDO MAGIC,0,2007,0,0,0,87
PHOENIX SUNS,SEATTLE SUPERSONICS,0,2007,0,0,-1,110
SAN ANTONIO SPURS,CHICAGO BULLS,0,2007,0,-1,1,102
BOSTON CELTICS,DALLAS MAVERICKS,0,2007,0,0,0,94
DENVER NUGGETS,NEW JERSEY NETS,0,2007,0,0,0,125
MEMPHIS GRIZZLIES,NEW YORK KNICKS,0,2007,-1,1,0,120
PHILADELPHIA 76ERS,ORLANDO MAGIC,0,2007,0,0,0,95
ORLANDO MAGIC,ATLANTA HAWKS,0,2007,0,0,-1,90
INDIANA PACERS,CHICAGO BULLS,0,2007,0,-1,0,108
SACRAMENTO KINGS,MEMPHIS GRIZZLIES,0,2007,0,0,0,111
CLEVELAND CAVALIERS,MILWAUKEE BUCKS,0,2007,-1,0,0,98
SEATTLE SUPERSONICS,UTAH JAZZ,0,2007,0,-1,0,101
DENVER NUGGETS,TORONTO RAPTORS,0,2007,0,0,0,109
DETROIT PISTONS,WASHINGTON WIZARDS,0,2007,1,-1,0,83
SACRAMENTO KINGS,HOUSTON ROCKETS,0,2007,0,0,0,100
NEW JERSEY NETS,NEW YORK KNICKS,0,2007,0,0,0,106
ATLANTA HAWKS,CHICAGO BULLS,0,2007,0,0,0,94
SAN ANTONIO SPURS,ORLANDO MAGIC,0,2007,0,1,-1,107
WASHINGTON WIZARDS,PORTLAND TRAIL BLAZERS,0,2007,0,1,0,82
CHARLOTTE BOBCATS,UTAH JAZZ,0,2007,0,0,0,106
MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,0,2007,1,-1,0,86
CHICAGO BULLS,PHILADELPHIA 76ERS,0,2007,0,-1,0,99
MEMPHIS GRIZZLIES,SACRAMENTO KINGS,0,2007,0,0,0,106
WASHINGTON WIZARDS,SEATTLE SUPERSONICS,0,2007,0,-1,0,104
DETROIT PISTONS,TORONTO RAPTORS,0,2007,0,1,-1,82
DALLAS MAVERICKS,DENVER NUGGETS,0,2007,0,1,-1,105
NEW ORLEANS HORNETS,BOSTON CELTICS,0,2007,0,0,0,92
NEW JERSEY NETS,INDIANA PACERS,0,2007,0,0,0,115
MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,0,2007,0,0,0,114
PHOENIX SUNS,PHILADELPHIA 76ERS,0,2007,0,0,0,107
MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,0,2007,0,0,0,84
NEW YORK KNICKS,TORONTO RAPTORS,0,2007,0,0,0,95
MILWAUKEE BUCKS,CHICAGO BULLS,0,2007,0,0,0,111
NEW YORK KNICKS,ATLANTA HAWKS,0,2007,0,0,0,109
PHILADELPHIA 76ERS,CLEVELAND CAVALIERS,0,2007,0,1,0,88
UTAH JAZZ,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,103
TORONTO RAPTORS,CHARLOTTE BOBCATS,0,2007,0,-1,0,104
MIAMI HEAT,INDIANA PACERS,0,2007,0,0,-1,85
DALLAS MAVERICKS,LOS ANGELES CLIPPERS,0,2007,0,-1,0,93
DENVER NUGGETS,PHOENIX SUNS,0,2007,0,0,0,117
WASHINGTON WIZARDS,UTAH JAZZ,0,2007,0,0,0,87
NEW YORK KNICKS,MILWAUKEE BUCKS,0,2007,0,1,-1,115
PHILADELPHIA 76ERS,NEW JERSEY NETS,0,2007,0,1,-1,108
GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,0,2007,0,0,0,92
TORONTO RAPTORS,ATLANTA HAWKS,0,2007,0,0,0,120
CLEVELAND CAVALIERS,CHARLOTTE BOBCATS,0,2007,0,-1,1,118
GOLDEN STATE WARRIORS,DALLAS MAVERICKS,0,2007,0,-1,0,86
PORTLAND TRAIL BLAZERS,LOS ANGELES LAKERS,0,2007,1,0,-1,91
NEW YORK KNICKS,MEMPHIS GRIZZLIES,0,2007,0,-1,0,114
NEW ORLEANS HORNETS,MIAMI HEAT,0,2007,0,-1,0,106
HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,0,2007,0,1,0,95
INDIANA PACERS,MILWAUKEE BUCKS,0,2007,0,0,0,105
NEW YORK KNICKS,NEW ORLEANS HORNETS,0,2007,0,0,0,110
MINNESOTA TIMBERWOLVES,PHOENIX SUNS,0,2007,0,1,-1,88
HOUSTON ROCKETS,SEATTLE SUPERSONICS,0,2007,0,-1,0,79
BOSTON CELTICS,CHARLOTTE BOBCATS,0,2007,0,0,1,101
TORONTO RAPTORS,NEW JERSEY NETS,0,2007,0,0,0,90
HOUSTON ROCKETS,LOS ANGELES CLIPPERS,0,2007,0,1,-1,105
MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,113
ORLANDO MAGIC,NEW YORK KNICKS,0,2007,0,-1,0,90
DALLAS MAVERICKS,PHOENIX SUNS,0,2007,0,0,0,105
DENVER NUGGETS,SEATTLE SUPERSONICS,0,2007,0,-1,0,147
SACRAMENTO KINGS,GOLDEN STATE WARRIORS,0,2007,0,0,0,132
ATLANTA HAWKS,INDIANA PACERS,0,2007,0,-1,1,98
DENVER NUGGETS,LOS ANGELES CLIPPERS,0,2007,0,0,0,117
BOSTON CELTICS,MILWAUKEE BUCKS,0,2007,0,-1,1,107
UTAH JAZZ,NEW ORLEANS HORNETS,0,2007,1,-1,0,77
LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,0,2007,0,0,0,103
SEATTLE SUPERSONICS,HOUSTON ROCKETS,0,2007,0,0,-1,80
NEW ORLEANS HORNETS,MINNESOTA TIMBERWOLVES,0,2007,0,0,0,122
CHARLOTTE BOBCATS,NEW YORK KNICKS,0,2007,0,0,0,107
PHOENIX SUNS,SAN ANTONIO SPURS,0,2007,0,0,-1,96
MILWAUKEE BUCKS,TORONTO RAPTORS,0,2007,-1,0,0,93
BOSTON CELTICS,WASHINGTON WIZARDS,0,2007,-1,0,0,95
UTAH JAZZ,DALLAS MAVERICKS,0,2007,0,0,0,94
DENVER NUGGETS,GOLDEN STATE WARRIORS,0,2007,0,0,0,114
MILWAUKEE BUCKS,BOSTON CELTICS,0,2007,0,0,0,86
MEMPHIS GRIZZLIES,MIAMI HEAT,0,2007,0,0,0,96
ATLANTA HAWKS,NEW YORK KNICKS,0,2007,0,-1,1,116
PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,0,2007,0,0,0,86
SEATTLE SUPERSONICS,SAN ANTONIO SPURS,0,2007,0,0,0,74
BOSTON CELTICS,ATLANTA HAWKS,0,2007,0,0,0,99
LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,0,2007,0,0,0,116
CHARLOTTE BOBCATS,INDIANA PACERS,0,2007,0,0,1,107
MINNESOTA TIMBERWOLVES,MEMPHIS GRIZZLIES,0,2007,0,0,0,114
NEW JERSEY NETS,MILWAUKEE BUCKS,0,2007,0,0,0,111
DENVER NUGGETS,UTAH JAZZ,0,2007,0,0,0,97
MIAMI HEAT,CLEVELAND CAVALIERS,0,2007,0,0,0,76
TORONTO RAPTORS,DETROIT PISTONS,0,2007,0,0,0,84
SAN ANTONIO SPURS,LOS ANGELES LAKERS,0,2007,0,0,0,85
DALLAS MAVERICKS,SEATTLE SUPERSONICS,0,2007,0,-1,0,95
CHICAGO BULLS,MILWAUKEE BUCKS,0,2007,0,-1,0,151
CLEVELAND CAVALIERS,PHILADELPHIA 76ERS,0,2007,0,-1,0,91
GOLDEN STATE WARRIORS,PHOENIX SUNS,0,2007,0,1,-1,116
HOUSTON ROCKETS,UTAH JAZZ,0,2007,0,-1,0,96
MINNESOTA TIMBERWOLVES,DETROIT PISTONS,0,2007,0,-1,1,103
CHARLOTTE BOBCATS,NEW JERSEY NETS,0,2007,0,0,0,108
TORONTO RAPTORS,CHICAGO BULLS,0,2007,0,0,0,97
SEATTLE SUPERSONICS,GOLDEN STATE WARRIORS,0,2007,0,-1,1,126
LOS ANGELES CLIPPERS,HOUSTON ROCKETS,0,2007,0,-1,0,75
NEW YORK KNICKS,INDIANA PACERS,0,2007,0,0,0,123
DENVER NUGGETS,LOS ANGELES CLIPPERS,0,2008,0,0,0,113
ORLANDO MAGIC,MEMPHIS GRIZZLIES,0,2008,0,0,0,84
SACRAMENTO KINGS,MIAMI HEAT,0,2008,0,0,0,77
NEW YORK KNICKS,PHILADELPHIA 76ERS,0,2008,0,0,0,87
MEMPHIS GRIZZLIES,CHICAGO BULLS,0,2008,0,0,0,86
GOLDEN STATE WARRIORS,NEW JERSEY NETS,0,2008,0,0,-1,105
MILWAUKEE BUCKS,NEW YORK KNICKS,0,2008,0,-1,0,94
DETROIT PISTONS,CHARLOTTE BOBCATS,0,2008,0,0,0,101
CLEVELAND CAVALIERS,DALLAS MAVERICKS,0,2008,0,0,0,100
GOLDEN STATE WARRIORS,MEMPHIS GRIZZLIES,0,2008,0,0,0,79
DALLAS MAVERICKS,SAN ANTONIO SPURS,0,2008,-1,0,0,98
CHICAGO BULLS,CLEVELAND CAVALIERS,0,2008,0,0,0,93
DENVER NUGGETS,GOLDEN STATE WARRIORS,0,2008,1,-1,0,101
LOS ANGELES CLIPPERS,LOS ANGELES LAKERS,0,2008,-1,1,0,88
ATLANTA HAWKS,NEW ORLEANS HORNETS,0,2008,0,0,0,87
CHARLOTTE BOBCATS,NEW YORK KNICKS,0,2008,0,1,-1,98
BOSTON CELTICS,OKLAHOMA CITY THUNDER,0,2008,0,0,-1,96
PORTLAND TRAIL BLAZERS,UTAH JAZZ,0,2008,1,-1,0,96
PHILADELPHIA 76ERS,ORLANDO MAGIC,0,2008,0,0,-1,88
NEW ORLEANS HORNETS,CHARLOTTE BOBCATS,0,2008,0,0,0,89
INDIANA PACERS,CLEVELAND CAVALIERS,0,2008,0,0,0,107
MEMPHIS GRIZZLIES,GOLDEN STATE WARRIORS,0,2008,0,0,0,109
HOUSTON ROCKETS,LOS ANGELES CLIPPERS,0,2008,0,-1,0,92
DETROIT PISTONS,NEW JERSEY NETS,0,2008,0,1,-1,96
MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,0,2008,0,0,0,109
OKLAHOMA CITY THUNDER,UTAH JAZZ,0,2008,0,0,0,97
NEW YORK KNICKS,WASHINGTON WIZARDS,0,2008,0,0,0,114
NEW JERSEY NETS,INDIANA PACERS,0,2008,0,0,0,80
PHOENIX SUNS,MILWAUKEE BUCKS,0,2008,0,0,0,104
MIAMI HEAT,NEW ORLEANS HORNETS,0,2008,0,0,0,89
BOSTON CELTICS,DETROIT PISTONS,0,2008,0,0,0,88
GOLDEN STATE WARRIORS,SACRAMENTO KINGS,0,2008,0,0,0,98
OKLAHOMA CITY THUNDER,INDIANA PACERS,0,2008,0,-1,0,99
PORTLAND TRAIL BLAZERS,ORLANDO MAGIC,0,2008,0,0,0,106
DENVER NUGGETS,CHARLOTTE BOBCATS,0,2008,0,0,0,88
MILWAUKEE BUCKS,CLEVELAND CAVALIERS,0,2008,0,0,0,93
LOS ANGELES LAKERS,DALLAS MAVERICKS,0,2008,0,0,0,106
UTAH JAZZ,PHILADELPHIA 76ERS,0,2008,-1,1,0,93
DETROIT PISTONS,SACRAMENTO KINGS,0,2008,0,0,0,100
NEW YORK KNICKS,SAN ANTONIO SPURS,0,2008,-1,1,0,80
ATLANTA HAWKS,BOSTON CELTICS,0,2008,0,-1,0,102
SAN ANTONIO SPURS,MILWAUKEE BUCKS,0,2008,0,0,0,78
INDIANA PACERS,NEW JERSEY NETS,0,2008,0,0,0,98
ORLANDO MAGIC,OKLAHOMA CITY THUNDER,0,2008,0,0,0,109
HOUSTON ROCKETS,PHOENIX SUNS,0,2008,0,-1,1,94
PHILADELPHIA 76ERS,TORONTO RAPTORS,0,2008,0,-1,0,106
UTAH JAZZ,WASHINGTON WIZARDS,0,2008,-1,0,0,87
DETROIT PISTONS,GOLDEN STATE WARRIORS,0,2008,0,0,0,107
DETROIT PISTONS,LOS ANGELES LAKERS,0,2008,0,-1,0,106
WASHINGTON WIZARDS,MIAMI HEAT,0,2008,0,0,0,77
ATLANTA HAWKS,NEW JERSEY NETS,0,2008,0,0,0,108
PORTLAND TRAIL BLAZERS,NEW ORLEANS HORNETS,0,2008,0,0,0,82
OKLAHOMA CITY THUNDER,NEW YORK KNICKS,0,2008,0,0,0,106
INDIANA PACERS,CHICAGO BULLS,0,2008,0,-1,0,91
UTAH JAZZ,CLEVELAND CAVALIERS,0,2008,0,-1,0,93
GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,0,2008,0,1,-1,121
PORTLAND TRAIL BLAZERS,MINNESOTA TIMBERWOLVES,0,2008,-1,0,0,88
ORLANDO MAGIC,CHARLOTTE BOBCATS,0,2008,0,0,0,90
MINNESOTA TIMBERWOLVES,DENVER NUGGETS,0,2008,0,-1,0,84
DALLAS MAVERICKS,NEW YORK KNICKS,0,2008,0,0,0,124
DETROIT PISTONS,PHOENIX SUNS,0,2008,0,0,0,86
MIAMI HEAT,TORONTO RAPTORS,0,2008,-1,1,0,96
SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,0,2008,0,-1,0,86
