team,opp,treatment,year,rest3.,rest1,rest2,points
HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,0,2008,0,0,0,100
NEW YORK KNICKS,BOSTON CELTICS,0,2008,0,1,-1,101
DALLAS MAVERICKS,CHARLOTTE BOBCATS,0,2008,0,0,0,100
PORTLAND TRAIL BLAZERS,GOLDEN STATE WARRIORS,0,2008,0,0,0,106
ATLANTA HAWKS,INDIANA PACERS,0,2008,0,0,0,96
TORONTO RAPTORS,ORLANDO MAGIC,0,2008,0,0,0,90
CLEVELAND CAVALIERS,DETROIT PISTONS,0,2008,0,0,-1,89
PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,0,2008,1,0,-1,96
SACRAMENTO KINGS,NEW ORLEANS HORNETS,0,2008,-1,0,0,105
MILWAUKEE BUCKS,UTAH JAZZ,0,2008,0,-1,0,94
LOS ANGELES LAKERS,PHOENIX SUNS,0,2008,0,1,-1,105
CHARLOTTE BOBCATS,ATLANTA HAWKS,0,2008,0,-1,1,83
MEMPHIS GRIZZLIES,DALLAS MAVERICKS,0,2008,0,-1,1,76
CHICAGO BULLS,GOLDEN STATE WARRIORS,0,2008,0,1,-1,115
DENVER NUGGETS,LOS ANGELES LAKERS,0,2008,0,1,0,90
NEW YORK KNICKS,MILWAUKEE BUCKS,0,2008,0,-1,1,87
BOSTON CELTICS,MINNESOTA TIMBERWOLVES,0,2008,0,-1,0,95
NEW ORLEANS HORNETS,OKLAHOMA CITY THUNDER,0,2008,0,0,0,105
PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,0,2008,0,0,0,117
NEW JERSEY NETS,TORONTO RAPTORS,0,2008,0,-1,1,129
HOUSTON ROCKETS,WASHINGTON WIZARDS,0,2008,0,0,0,103
ATLANTA HAWKS,CLEVELAND CAVALIERS,0,2008,0,0,-1,96
UTAH JAZZ,MEMPHIS GRIZZLIES,0,2008,0,0,0,103
LOS ANGELES CLIPPERS,NEW JERSEY NETS,0,2008,0,0,0,95
WASHINGTON WIZARDS,NEW YORK KNICKS,0,2008,0,0,0,117
HOUSTON ROCKETS,ORLANDO MAGIC,0,2008,0,0,0,100
SACRAMENTO KINGS,LOS ANGELES LAKERS,0,2008,0,0,0,108
GOLDEN STATE WARRIORS,PHILADELPHIA 76ERS,0,2008,0,0,0,81
BOSTON CELTICS,TORONTO RAPTORS,0,2008,0,0,0,118
PHILADELPHIA 76ERS,CHARLOTTE BOBCATS,0,2008,0,-1,0,84
NEW ORLEANS HORNETS,LOS ANGELES CLIPPERS,0,2008,0,0,0,99
SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,0,2008,0,-1,1,94
HOUSTON ROCKETS,MIAMI HEAT,0,2008,0,0,0,107
SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,0,2008,0,-1,0,90
INDIANA PACERS,DALLAS MAVERICKS,0,2008,-1,0,1,106
CLEVELAND CAVALIERS,NEW YORK KNICKS,0,2008,0,0,0,119
PHOENIX SUNS,OKLAHOMA CITY THUNDER,0,2008,0,0,0,99
GOLDEN STATE WARRIORS,BOSTON CELTICS,0,2008,0,0,-1,111
OKLAHOMA CITY THUNDER,CLEVELAND CAVALIERS,0,2008,0,0,0,82
NEW YORK KNICKS,DETROIT PISTONS,0,2008,0,0,-1,96
DENVER NUGGETS,LOS ANGELES CLIPPERS,0,2008,0,-1,1,106
MIAMI HEAT,PORTLAND TRAIL BLAZERS,0,2008,0,0,0,68
NEW JERSEY NETS,SACRAMENTO KINGS,0,2008,0,-1,0,116
MEMPHIS GRIZZLIES,UTAH JAZZ,0,2008,0,0,0,100
NEW ORLEANS HORNETS,DENVER NUGGETS,0,2008,0,0,1,105
PHILADELPHIA 76ERS,BOSTON CELTICS,0,2008,0,0,0,78
CHARLOTTE BOBCATS,INDIANA PACERS,0,2008,0,0,0,115
DALLAS MAVERICKS,LOS ANGELES LAKERS,0,2008,0,0,0,107
MINNESOTA TIMBERWOLVES,OKLAHOMA CITY THUNDER,0,2008,0,0,0,105
MEMPHIS GRIZZLIES,SAN ANTONIO SPURS,0,2008,0,0,0,98
ATLANTA HAWKS,TORONTO RAPTORS,0,2008,0,0,0,88
SACRAMENTO KINGS,UTAH JAZZ,0,2008,0,0,0,94
BOSTON CELTICS,CHARLOTTE BOBCATS,0,2008,0,0,0,89
SAN ANTONIO SPURS,HOUSTON ROCKETS,0,2008,0,0,-1,84
OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,0,2008,0,0,0,111
CLEVELAND CAVALIERS,MILWAUKEE BUCKS,0,2008,0,0,0,97
DENVER NUGGETS,MINNESOTA TIMBERWOLVES,0,2008,0,1,0,106
GOLDEN STATE WARRIORS,NEW YORK KNICKS,0,2008,0,0,-1,125
INDIANA PACERS,ORLANDO MAGIC,0,2008,0,-1,0,96
DALLAS MAVERICKS,SACRAMENTO KINGS,0,2008,0,0,0,101
NEW JERSEY NETS,UTAH JAZZ,0,2008,0,0,1,105
ATLANTA HAWKS,WASHINGTON WIZARDS,0,2008,0,-1,0,102
TORONTO RAPTORS,LOS ANGELES LAKERS,0,2008,0,0,0,99
ORLANDO MAGIC,BOSTON CELTICS,0,2008,0,0,0,88
MINNESOTA TIMBERWOLVES,CHARLOTTE BOBCATS,0,2008,0,0,0,90
MIAMI HEAT,GOLDEN STATE WARRIORS,0,2008,0,0,0,130
LOS ANGELES LAKERS,INDIANA PACERS,0,2008,0,1,-1,117
WASHINGTON WIZARDS,NEW JERSEY NETS,0,2008,0,-1,1,108
LOS ANGELES CLIPPERS,HOUSTON ROCKETS,0,2008,0,0,-1,96
CHICAGO BULLS,MILWAUKEE BUCKS,0,2008,-1,0,0,90
MINNESOTA TIMBERWOLVES,ORLANDO MAGIC,0,2008,0,0,0,89
MIAMI HEAT,UTAH JAZZ,0,2008,0,1,0,93
PORTLAND TRAIL BLAZERS,WASHINGTON WIZARDS,0,2008,0,0,0,98
PHOENIX SUNS,DALLAS MAVERICKS,0,2008,0,-1,0,97
SAN ANTONIO SPURS,DENVER NUGGETS,0,2008,0,0,0,108
NEW YORK KNICKS,ATLANTA HAWKS,0,2008,0,0,0,95
PORTLAND TRAIL BLAZERS,BOSTON CELTICS,0,2008,0,0,0,78
CHARLOTTE BOBCATS,MILWAUKEE BUCKS,0,2008,0,0,0,96
OKLAHOMA CITY THUNDER,ORLANDO MAGIC,0,2008,0,0,0,89
LOS ANGELES LAKERS,WASHINGTON WIZARDS,0,2008,0,0,0,106
CLEVELAND CAVALIERS,CHARLOTTE BOBCATS,0,2008,0,0,0,94
ATLANTA HAWKS,DALLAS MAVERICKS,0,2008,0,-1,0,98
OKLAHOMA CITY THUNDER,MIAMI HEAT,0,2008,0,0,-1,99
LOS ANGELES CLIPPERS,MINNESOTA TIMBERWOLVES,0,2008,0,0,0,107
UTAH JAZZ,PHOENIX SUNS,0,2008,0,-1,0,104
DENVER NUGGETS,SACRAMENTO KINGS,0,2008,-1,1,0,118
GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,0,2008,0,-1,0,88
BOSTON CELTICS,INDIANA PACERS,0,2008,0,0,0,122
PORTLAND TRAIL BLAZERS,TORONTO RAPTORS,0,2008,0,0,0,98
ORLANDO MAGIC,LOS ANGELES CLIPPERS,0,2008,0,-1,1,95
NEW YORK KNICKS,CHICAGO BULLS,0,2008,0,1,-1,100
TORONTO RAPTORS,CLEVELAND CAVALIERS,0,2008,0,1,-1,94
SAN ANTONIO SPURS,DALLAS MAVERICKS,0,2008,0,0,0,133
ATLANTA HAWKS,HOUSTON ROCKETS,0,2008,0,0,1,84
MILWAUKEE BUCKS,PHOENIX SUNS,0,2008,0,1,-1,110
ORLANDO MAGIC,PORTLAND TRAIL BLAZERS,0,2008,0,-1,0,109
DETROIT PISTONS,WASHINGTON WIZARDS,0,2008,0,1,-1,94
MINNESOTA TIMBERWOLVES,DENVER NUGGETS,0,2008,-1,0,0,105
PHOENIX SUNS,LOS ANGELES LAKERS,0,2008,0,0,0,110
CHARLOTTE BOBCATS,NEW ORLEANS HORNETS,0,2008,-1,1,0,89
MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,0,2008,0,0,0,108
CLEVELAND CAVALIERS,PHILADELPHIA 76ERS,0,2008,-1,0,0,101
ATLANTA HAWKS,SAN ANTONIO SPURS,0,2008,0,0,0,89
INDIANA PACERS,TORONTO RAPTORS,0,2008,0,0,1,88
CHARLOTTE BOBCATS,DALLAS MAVERICKS,0,2008,0,-1,0,90
BOSTON CELTICS,WASHINGTON WIZARDS,0,2008,1,-1,0,122
CHICAGO BULLS,MEMPHIS GRIZZLIES,0,2008,0,-1,1,96
ATLANTA HAWKS,MIAMI HEAT,0,2008,-1,1,0,87
SAN ANTONIO SPURS,MINNESOTA TIMBERWOLVES,0,2008,0,0,0,98
TORONTO RAPTORS,NEW JERSEY NETS,0,2008,0,0,0,101
ORLANDO MAGIC,PHOENIX SUNS,0,2008,0,-1,1,112
CLEVELAND CAVALIERS,ATLANTA HAWKS,0,2008,0,0,0,92
DETROIT PISTONS,CHARLOTTE BOBCATS,0,2008,0,-1,0,90
OKLAHOMA CITY THUNDER,DALLAS MAVERICKS,0,2008,0,-1,1,99
GOLDEN STATE WARRIORS,DENVER NUGGETS,0,2008,0,0,-1,105
HOUSTON ROCKETS,LOS ANGELES CLIPPERS,0,2008,0,0,0,82
INDIANA PACERS,MILWAUKEE BUCKS,0,2008,0,0,-1,103
WASHINGTON WIZARDS,PHILADELPHIA 76ERS,0,2008,0,1,0,89
NEW ORLEANS HORNETS,TORONTO RAPTORS,0,2008,0,0,0,99
UTAH JAZZ,BOSTON CELTICS,0,2008,0,1,-1,91
DENVER NUGGETS,DALLAS MAVERICKS,0,2008,0,0,0,98
ORLANDO MAGIC,GOLDEN STATE WARRIORS,0,2008,0,0,0,109
MILWAUKEE BUCKS,MIAMI HEAT,0,2008,0,1,0,98
NEW YORK KNICKS,PHOENIX SUNS,0,2008,0,1,-1,103
NEW JERSEY NETS,TORONTO RAPTORS,0,2008,0,1,0,94
INDIANA PACERS,WASHINGTON WIZARDS,0,2008,0,0,0,118
CHICAGO BULLS,CHARLOTTE BOBCATS,0,2008,0,0,1,101
NEW ORLEANS HORNETS,MEMPHIS GRIZZLIES,0,2008,0,0,0,91
BOSTON CELTICS,ATLANTA HAWKS,0,2008,0,0,0,88
WASHINGTON WIZARDS,DETROIT PISTONS,0,2008,-1,1,0,74
GOLDEN STATE WARRIORS,INDIANA PACERS,0,2008,0,0,0,120
CLEVELAND CAVALIERS,MINNESOTA TIMBERWOLVES,0,2008,1,-1,0,93
SAN ANTONIO SPURS,NEW ORLEANS HORNETS,0,2008,0,0,1,83
MILWAUKEE BUCKS,PHILADELPHIA 76ERS,0,2008,-1,1,0,88
DALLAS MAVERICKS,TORONTO RAPTORS,0,2008,0,0,0,96
PHOENIX SUNS,PORTLAND TRAIL BLAZERS,0,2008,0,-1,1,119
CHICAGO BULLS,BOSTON CELTICS,0,2008,0,0,0,108
CLEVELAND CAVALIERS,DENVER NUGGETS,0,2008,0,1,-1,105
SACRAMENTO KINGS,HOUSTON ROCKETS,0,2008,0,0,0,96
CHARLOTTE BOBCATS,MEMPHIS GRIZZLIES,0,2008,0,0,0,112
LOS ANGELES LAKERS,MIAMI HEAT,0,2008,-1,0,1,87
MILWAUKEE BUCKS,NEW YORK KNICKS,0,2008,0,1,-1,105
PHILADELPHIA 76ERS,WASHINGTON WIZARDS,0,2008,0,0,0,109
UTAH JAZZ,CHICAGO BULLS,0,2008,0,0,0,98
LOS ANGELES CLIPPERS,MILWAUKEE BUCKS,0,2008,0,0,0,85
HOUSTON ROCKETS,MINNESOTA TIMBERWOLVES,0,2008,0,0,-1,109
MIAMI HEAT,NEW JERSEY NETS,0,2008,0,0,0,106
SACRAMENTO KINGS,NEW ORLEANS HORNETS,0,2008,0,0,-1,90
LOS ANGELES LAKERS,ORLANDO MAGIC,0,2008,0,-1,0,103
INDIANA PACERS,PHILADELPHIA 76ERS,0,2008,0,0,0,95
TORONTO RAPTORS,SAN ANTONIO SPURS,0,2008,0,-1,0,97
DETROIT PISTONS,ATLANTA HAWKS,0,2008,0,0,0,78
CLEVELAND CAVALIERS,OKLAHOMA CITY THUNDER,0,2008,0,0,0,102
DALLAS MAVERICKS,WASHINGTON WIZARDS,0,2008,0,0,0,97
PORTLAND TRAIL BLAZERS,DENVER NUGGETS,0,2008,1,-1,0,89
TORONTO RAPTORS,LOS ANGELES CLIPPERS,0,2008,0,0,0,97
GOLDEN STATE WARRIORS,ORLANDO MAGIC,0,2008,0,0,0,81
CHICAGO BULLS,DETROIT PISTONS,0,2008,0,-1,1,98
GOLDEN STATE WARRIORS,MIAMI HEAT,0,2008,0,0,-1,88
DENVER NUGGETS,PORTLAND TRAIL BLAZERS,0,2008,0,0,0,92
MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,0,2008,0,0,1,93
BOSTON CELTICS,LOS ANGELES LAKERS,0,2008,0,0,0,83
DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,0,2008,0,0,0,102
OKLAHOMA CITY THUNDER,DETROIT PISTONS,0,2008,0,0,0,88
BOSTON CELTICS,GOLDEN STATE WARRIORS,0,2008,0,0,-1,89
INDIANA PACERS,MEMPHIS GRIZZLIES,0,2008,0,0,0,105
CHICAGO BULLS,MIAMI HEAT,0,2008,0,0,0,77
CHARLOTTE BOBCATS,NEW JERSEY NETS,0,2008,0,0,0,95
HOUSTON ROCKETS,NEW ORLEANS HORNETS,0,2008,0,0,1,79
MINNESOTA TIMBERWOLVES,NEW YORK KNICKS,0,2008,-1,0,1,120
DETROIT PISTONS,MILWAUKEE BUCKS,0,2008,-1,0,0,87
ORLANDO MAGIC,MINNESOTA TIMBERWOLVES,0,2008,0,1,0,118
TORONTO RAPTORS,PORTLAND TRAIL BLAZERS,0,2008,0,-1,0,89
OKLAHOMA CITY THUNDER,WASHINGTON WIZARDS,0,2008,0,-1,0,95
DALLAS MAVERICKS,LOS ANGELES CLIPPERS,0,2008,-1,1,0,98
GOLDEN STATE WARRIORS,LOS ANGELES LAKERS,0,2008,0,1,-1,113
DENVER NUGGETS,ATLANTA HAWKS,0,2008,0,-1,0,91
ORLANDO MAGIC,DETROIT PISTONS,0,2008,0,0,0,82
TORONTO RAPTORS,GOLDEN STATE WARRIORS,0,2008,0,1,0,111
PHILADELPHIA 76ERS,UTAH JAZZ,0,2008,0,-1,1,95
NEW YORK KNICKS,CHARLOTTE BOBCATS,0,2008,0,1,-1,93
MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,0,2008,0,-1,0,100
ATLANTA HAWKS,INDIANA PACERS,0,2008,0,-1,0,110
PHOENIX SUNS,MEMPHIS GRIZZLIES,0,2008,0,0,0,101
MILWAUKEE BUCKS,SAN ANTONIO SPURS,0,2008,0,0,0,100
NEW JERSEY NETS,DETROIT PISTONS,0,2008,0,0,0,75
PHILADELPHIA 76ERS,LOS ANGELES CLIPPERS,0,2008,0,1,0,100
SACRAMENTO KINGS,DETROIT PISTONS,0,2008,0,-1,1,92
SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,0,2008,0,0,0,91
CHARLOTTE BOBCATS,MILWAUKEE BUCKS,0,2008,0,-1,1,75
GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,0,2008,0,1,-1,108
DENVER NUGGETS,OKLAHOMA CITY THUNDER,0,2008,0,0,0,122
HOUSTON ROCKETS,TORONTO RAPTORS,0,2008,0,0,0,73
MINNESOTA TIMBERWOLVES,CHICAGO BULLS,0,2008,0,0,0,102
NEW ORLEANS HORNETS,DENVER NUGGETS,0,2008,0,0,0,100
SACRAMENTO KINGS,INDIANA PACERS,0,2008,0,0,0,117
PHILADELPHIA 76ERS,SAN ANTONIO SPURS,0,2008,0,0,0,106
DETROIT PISTONS,LOS ANGELES CLIPPERS,0,2008,0,0,0,88
DALLAS MAVERICKS,MEMPHIS GRIZZLIES,0,2008,0,0,0,82
CLEVELAND CAVALIERS,WASHINGTON WIZARDS,0,2008,0,0,0,77
TORONTO RAPTORS,MILWAUKEE BUCKS,0,2008,0,-1,0,97
SACRAMENTO KINGS,NEW JERSEY NETS,0,2008,0,0,0,90
SACRAMENTO KINGS,CHICAGO BULLS,0,2008,0,0,-1,94
NEW ORLEANS HORNETS,LOS ANGELES LAKERS,0,2008,0,-1,1,116
WASHINGTON WIZARDS,ORLANDO MAGIC,0,2008,0,0,0,80
CHARLOTTE BOBCATS,CLEVELAND CAVALIERS,0,2008,0,0,-1,81
LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,0,2008,0,-1,0,114
OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,0,2008,0,0,0,87
MEMPHIS GRIZZLIES,NEW JERSEY NETS,0,2008,0,-1,0,89
INDIANA PACERS,PHOENIX SUNS,0,2008,-1,1,0,113
DETROIT PISTONS,PORTLAND TRAIL BLAZERS,0,2008,0,0,0,83
NEW ORLEANS HORNETS,UTAH JAZZ,0,2008,0,-1,0,90
TORONTO RAPTORS,WASHINGTON WIZARDS,0,2008,0,1,0,99
NEW YORK KNICKS,DALLAS MAVERICKS,0,2008,0,0,0,94
BOSTON CELTICS,CLEVELAND CAVALIERS,0,2008,0,0,0,83
INDIANA PACERS,LOS ANGELES LAKERS,0,2008,0,0,0,119
HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,0,2008,0,0,0,98
ATLANTA HAWKS,ORLANDO MAGIC,0,2008,0,0,0,87
MIAMI HEAT,SACRAMENTO KINGS,0,2008,0,1,-1,119
NEW YORK KNICKS,HOUSTON ROCKETS,0,2008,0,1,0,76
DETROIT PISTONS,UTAH JAZZ,0,2008,0,0,-1,82
PHILADELPHIA 76ERS,ATLANTA HAWKS,0,2008,0,0,0,109
PHOENIX SUNS,LOS ANGELES CLIPPERS,0,2008,0,0,0,109
MIAMI HEAT,LOS ANGELES LAKERS,0,2008,0,0,0,105
ORLANDO MAGIC,SAN ANTONIO SPURS,0,2008,0,1,-1,105
BOSTON CELTICS,TORONTO RAPTORS,0,2008,0,0,0,94
PORTLAND TRAIL BLAZERS,CHICAGO BULLS,0,2008,0,0,0,109
OKLAHOMA CITY THUNDER,NEW JERSEY NETS,0,2008,0,1,-1,99
INDIANA PACERS,UTAH JAZZ,0,2008,0,-1,0,113
MILWAUKEE BUCKS,WASHINGTON WIZARDS,0,2008,0,0,0,97
LOS ANGELES LAKERS,HOUSTON ROCKETS,0,2008,0,1,-1,105
MIAMI HEAT,MINNESOTA TIMBERWOLVES,0,2008,0,1,-1,99
NEW JERSEY NETS,BOSTON CELTICS,0,2008,0,0,0,86
SACRAMENTO KINGS,GOLDEN STATE WARRIORS,0,2008,0,0,-1,135
DETROIT PISTONS,INDIANA PACERS,0,2008,0,-1,0,106
ATLANTA HAWKS,LOS ANGELES CLIPPERS,0,2008,0,0,-1,97
UTAH JAZZ,OKLAHOMA CITY THUNDER,0,2008,0,0,0,93
LOS ANGELES LAKERS,SAN ANTONIO SPURS,0,2008,0,0,-1,111
CHICAGO BULLS,TORONTO RAPTORS,0,2008,0,0,0,102
CLEVELAND CAVALIERS,CHICAGO BULLS,0,2008,0,1,0,93
PHOENIX SUNS,DENVER NUGGETS,0,2008,0,0,0,113
PORTLAND TRAIL BLAZERS,NEW JERSEY NETS,0,2008,0,0,0,105
TORONTO RAPTORS,INDIANA PACERS,0,2008,0,0,0,104
SAN ANTONIO SPURS,PHILADELPHIA 76ERS,0,2008,0,0,0,87
MILWAUKEE BUCKS,SACRAMENTO KINGS,0,2008,0,0,0,129
NEW YORK KNICKS,WASHINGTON WIZARDS,0,2008,0,0,0,89
PORTLAND TRAIL BLAZERS,CHARLOTTE BOBCATS,0,2008,-1,1,0,97
SAN ANTONIO SPURS,CHICAGO BULLS,0,2008,0,-1,0,92
UTAH JAZZ,DALLAS MAVERICKS,0,2008,0,0,-1,108
MILWAUKEE BUCKS,LOS ANGELES CLIPPERS,0,2008,0,0,-1,92
BOSTON CELTICS,NEW JERSEY NETS,0,2008,0,-1,1,105
PHOENIX SUNS,TORONTO RAPTORS,0,2008,0,0,0,117
PHOENIX SUNS,BOSTON CELTICS,0,2008,0,-1,0,87
DENVER NUGGETS,HOUSTON ROCKETS,0,2008,0,0,0,113
MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,0,2008,0,-1,1,94
CLEVELAND CAVALIERS,LOS ANGELES LAKERS,0,2008,0,0,0,88
DALLAS MAVERICKS,PHILADELPHIA 76ERS,0,2008,0,0,0,95
MILWAUKEE BUCKS,PORTLAND TRAIL BLAZERS,0,2008,0,0,0,85
SACRAMENTO KINGS,DENVER NUGGETS,0,2008,1,0,0,99
MINNESOTA TIMBERWOLVES,UTAH JAZZ,0,2008,0,0,-1,107
MEMPHIS GRIZZLIES,CHARLOTTE BOBCATS,0,2008,0,0,0,86
OKLAHOMA CITY THUNDER,GOLDEN STATE WARRIORS,0,2008,0,-1,1,122
UTAH JAZZ,HOUSTON ROCKETS,0,2008,0,-1,0,99
LOS ANGELES LAKERS,LOS ANGELES CLIPPERS,0,2008,0,0,0,108
BOSTON CELTICS,MIAMI HEAT,0,2008,0,1,-1,98
DALLAS MAVERICKS,MILWAUKEE BUCKS,0,2008,0,0,0,99
NEW JERSEY NETS,NEW ORLEANS HORNETS,0,2008,1,-1,0,92
WASHINGTON WIZARDS,LOS ANGELES LAKERS,0,2008,0,0,0,97
PHOENIX SUNS,CHARLOTTE BOBCATS,0,2008,0,0,0,76
TORONTO RAPTORS,CHICAGO BULLS,0,2008,0,1,-1,114
DALLAS MAVERICKS,DETROIT PISTONS,0,2008,0,0,0,112
OKLAHOMA CITY THUNDER,LOS ANGELES CLIPPERS,0,2008,0,0,0,104
NEW ORLEANS HORNETS,MINNESOTA TIMBERWOLVES,0,2008,0,1,-1,108
NEW JERSEY NETS,SAN ANTONIO SPURS,0,2008,0,1,-1,91
NEW JERSEY NETS,MEMPHIS GRIZZLIES,0,2008,0,0,0,99
ORLANDO MAGIC,MIAMI HEAT,0,2008,0,1,-1,97
WASHINGTON WIZARDS,PORTLAND TRAIL BLAZERS,0,2008,0,1,-1,87
UTAH JAZZ,DENVER NUGGETS,0,2008,-1,0,0,97
SAN ANTONIO SPURS,LOS ANGELES LAKERS,0,2008,0,1,-1,85
CHICAGO BULLS,MINNESOTA TIMBERWOLVES,0,2008,0,0,0,108
SACRAMENTO KINGS,TORONTO RAPTORS,0,2008,0,-1,0,97
PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,0,2008,0,1,0,113
ATLANTA HAWKS,MIAMI HEAT,0,2008,0,-1,0,79
PHILADELPHIA 76ERS,NEW ORLEANS HORNETS,0,2008,0,1,-1,86
NEW JERSEY NETS,OKLAHOMA CITY THUNDER,0,2008,0,1,-1,85
PHOENIX SUNS,WASHINGTON WIZARDS,0,2008,0,-1,0,103
CHARLOTTE BOBCATS,LOS ANGELES LAKERS,0,2008,0,0,0,117
DETROIT PISTONS,MINNESOTA TIMBERWOLVES,0,2008,0,-1,1,98
ATLANTA HAWKS,NEW YORK KNICKS,0,2008,0,0,0,104
CHARLOTTE BOBCATS,PORTLAND TRAIL BLAZERS,0,2008,0,-1,0,74
LOS ANGELES CLIPPERS,CLEVELAND CAVALIERS,0,2008,0,1,0,95
BOSTON CELTICS,DETROIT PISTONS,0,2008,0,0,0,86
LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,0,2008,0,-1,1,132
GOLDEN STATE WARRIORS,NEW ORLEANS HORNETS,0,2008,0,0,0,91
GOLDEN STATE WARRIORS,HOUSTON ROCKETS,0,2008,0,0,-1,93
DALLAS MAVERICKS,MIAMI HEAT,0,2008,0,0,1,111
UTAH JAZZ,PORTLAND TRAIL BLAZERS,0,2008,0,0,-1,108
NEW ORLEANS HORNETS,SAN ANTONIO SPURS,0,2008,0,-1,0,93
LOS ANGELES CLIPPERS,WASHINGTON WIZARDS,0,2008,0,0,0,94
MINNESOTA TIMBERWOLVES,BOSTON CELTICS,0,2008,0,0,0,101
CLEVELAND CAVALIERS,DETROIT PISTONS,0,2008,0,0,0,90
OKLAHOMA CITY THUNDER,SACRAMENTO KINGS,0,2008,0,0,0,118
SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,0,2008,0,0,0,110
LOS ANGELES CLIPPERS,MIAMI HEAT,0,2008,0,0,0,95
DALLAS MAVERICKS,ORLANDO MAGIC,0,2008,0,1,0,105
CHARLOTTE BOBCATS,UTAH JAZZ,0,2008,0,-1,1,86
TORONTO RAPTORS,CLEVELAND CAVALIERS,0,2008,0,0,0,83
CHICAGO BULLS,HOUSTON ROCKETS,0,2008,0,0,0,100
MINNESOTA TIMBERWOLVES,INDIANA PACERS,0,2008,0,1,-1,116
BOSTON CELTICS,PHILADELPHIA 76ERS,0,2008,0,1,-1,100
HOUSTON ROCKETS,MEMPHIS GRIZZLIES,0,2008,0,-1,0,93
ATLANTA HAWKS,MINNESOTA TIMBERWOLVES,0,2008,1,0,0,94
LOS ANGELES CLIPPERS,ORLANDO MAGIC,0,2008,0,0,0,96
LOS ANGELES LAKERS,TORONTO RAPTORS,0,2008,0,1,0,115
LOS ANGELES LAKERS,BOSTON CELTICS,0,2008,0,-1,0,110
ATLANTA HAWKS,CHARLOTTE BOBCATS,0,2008,-1,1,0,102
TORONTO RAPTORS,NEW ORLEANS HORNETS,0,2008,0,0,0,92
BOSTON CELTICS,NEW YORK KNICKS,0,2008,0,-1,0,110
UTAH JAZZ,SACRAMENTO KINGS,0,2008,-1,0,0,111
MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,0,2008,0,0,0,90
TORONTO RAPTORS,MEMPHIS GRIZZLIES,0,2008,0,0,0,70
DETROIT PISTONS,MILWAUKEE BUCKS,0,2008,-1,0,1,126
MIAMI HEAT,PHILADELPHIA 76ERS,0,2008,0,-1,1,84
SAN ANTONIO SPURS,BOSTON CELTICS,0,2008,1,-1,0,105
UTAH JAZZ,GOLDEN STATE WARRIORS,0,2008,0,0,0,96
CHARLOTTE BOBCATS,MIAMI HEAT,0,2008,0,1,0,92
INDIANA PACERS,WASHINGTON WIZARDS,0,2008,0,0,0,117
NEW ORLEANS HORNETS,MEMPHIS GRIZZLIES,0,2008,0,-1,0,80
PHOENIX SUNS,PHILADELPHIA 76ERS,0,2008,0,-1,0,91
WASHINGTON WIZARDS,ATLANTA HAWKS,0,2008,0,1,-1,90
SACRAMENTO KINGS,DALLAS MAVERICKS,0,2008,0,1,-1,100
CLEVELAND CAVALIERS,INDIANA PACERS,0,2008,0,0,0,95
OKLAHOMA CITY THUNDER,LOS ANGELES LAKERS,0,2008,0,0,0,98
NEW YORK KNICKS,LOS ANGELES CLIPPERS,0,2008,0,-1,0,124
SAN ANTONIO SPURS,TORONTO RAPTORS,0,2008,0,0,0,89
LOS ANGELES LAKERS,UTAH JAZZ,0,2008,0,0,-1,109
MIAMI HEAT,CHICAGO BULLS,0,2008,0,0,0,95
BOSTON CELTICS,DALLAS MAVERICKS,0,2008,0,-1,0,99
PORTLAND TRAIL BLAZERS,GOLDEN STATE WARRIORS,0,2008,0,-1,0,98
MILWAUKEE BUCKS,DETROIT PISTONS,0,2008,0,0,0,92
PHILADELPHIA 76ERS,INDIANA PACERS,0,2008,0,0,0,91
ATLANTA HAWKS,LOS ANGELES LAKERS,0,2008,0,0,0,83
MEMPHIS GRIZZLIES,UTAH JAZZ,0,2008,0,0,0,99
MINNESOTA TIMBERWOLVES,WASHINGTON WIZARDS,0,2008,0,0,0,103
INDIANA PACERS,CHARLOTTE BOBCATS,0,2008,0,0,0,94
NEW JERSEY NETS,DALLAS MAVERICKS,0,2008,-1,0,0,98
